address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,longName,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,hasPrePostMarketData,marketState,trailingPegRatio
"111, quai du Président Roosevelt",CS 70222,Issy-les-Moulineaux,92130,France,33 1 44 44 22 22,https://www.orange.com,Telecom Services,telecom-services,Telecom Services,Communication Services,communication-services,Communication Services,"Orange S.A. provides fixed telephony, mobile telecommunication, data transmission, and other value-added services to individuals, professionals, and large companies in France and internationally. It offers mobile services, such as voice, SMS, and data; fixed broadband and narrowband services, as well as B2B fixed solutions and networks services, including voice and data services. The company also sells handsets, broadband equipment, connected devices, and accessories. In addition, it provides IT and integration services comprising unified communication and collaboration services, such as LAN and telephony, consultancy, integration, and project management; hosting and infrastructure services, including cloud computing; customer relations management and other applications services; security services; and video conferencing, as well as sells related equipment. Further, the company offers national and international roaming services; online advertising services; and mobile virtual network operators, network sharing, and mobile financial services, as well as sells equipment to external distributors, brokers, and operators. It markets its products and services under the Orange brand. The company was formerly known as France Telecom and changed its name to Orange S.A. in July 2013. Orange S.A. was incorporated in 1991 and is headquartered in Issy-les-Moulineaux, France.",119270,"[{'maxAge': 1, 'name': 'Ms. Christel  Heydemann', 'age': 50, 'title': 'CEO & Executive Director', 'yearBorn': 1974, 'fiscalYear': 2023, 'totalPay': 2160716, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Laurent  Martinez', 'age': 56, 'title': 'Group Executive Director of Finance, Performance & Development', 'yearBorn': 1968, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Bruno  Zerbib', 'title': 'Chief Technology & Innovation Officer', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Constance  Gest', 'title': 'Group Head of Investor Relations & Financial Communication', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Brigitte  Bourgoin', 'age': 70, 'title': 'Group Chief Compliance Officer', 'yearBorn': 1954, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Caroline  Guillaumin', 'age': 59, 'title': 'Executive Director of Communications', 'yearBorn': 1965, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Vincent  Lecerf', 'age': 60, 'title': 'Executive Director of Human Resources for the Group', 'yearBorn': 1964, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jerome  Henique', 'age': 55, 'title': 'Executive Director and CEO of Orange Africa & Middle East (OMEA)', 'yearBorn': 1969, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Marie-Noelle  Jego-Laveissiere', 'age': 56, 'title': 'Executive Director & CEO of Orange in Europe', 'yearBorn': 1968, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Michael  Trabbia', 'age': 48, 'title': 'Executive Director & CEO of Orange Wholesale', 'yearBorn': 1976, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1,4,1,6,3,1738368000,1703980800,[],86400,2,10.925,10.87,10.835,10.92,10.925,10.87,10.835,10.92,0.72,6.59,1733184000,0.9629,6.45,0.211,14.546666,9.405172,6965586,6965586,7008507,9346326,9346326,0.0,0.0,0,0,29003579392,9.192,11.185,0.72040683,10.03794,10.127375,0.0,0.0,EUR,False,62844186624,0.058369998,1691000452,2657220096,0.21333,0.46231,2658439936,11.953,0.91274154,1735603200,1767139200,1735603200,-0.024,1967000064,0.75,1.16,1.561,4.851,0.014203548,0.20780694,0.3,1733184000,EQUITY,10.91,15.5,8.0,12.86111,13.0,1.72222,buy,18,12211000320,4.594,12954999808,42666000384,0.76,0.921,40260001792,121.345,15.143,0.03667,0.07672,15962999808,1520000000,10195000320,-0.015,-0.096,0.39650002,0.32178003,0.17472,EUR,ORA.PA,en-US,US,Equity,Delayed Quote,False,LOW,[],1739982911,PAR,finmb_367964,Europe/Paris,CET,3600000,fr_market,False,-0.1373029,10.91,ORANGE,Orange S.A.,946886400000,-0.015000343,10.835 - 10.92,Paris,7008507,1.7179995,0.18690158,9.192 - 11.185,-0.27500057,-0.02458655,1.4203548,1745472650,1745472650,1745472650,1739433600,1739433600,False,0.75,1.16,1.12704,9.680223,0.8720598,0.08687637,0.7826252,0.07727819,15,15,1.7 - Buy,False,False,PREPRE,2.218
