maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,shortName,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,sharesOutstanding,bookValue,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,priceToBook,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,trailingPegRatio
86400,2,33.61,33.41,33.3,33.69,33.61,33.41,33.3,33.69,3.28125,9.655172,2273708,2273708,1557844,1847697,1847697,0.0,0.0,0,0,23966947328,30.17,38.52,32.5536,34.21375,4.5,0.13388872,EUR,False,EQUITY,33.6,42.0,28.0,36.39375,36.5,2.25,buy,16,EUR,ML.PA,en-US,US,Equity,Delayed Quote,False,LOW,PREPRE,MICHELIN,Compagnie Générale des Établissements Michelin Société en commandite par actions,[],1739983029,PAR,finmb_874842,Europe/Paris,CET,3600000,fr_market,False,-0.029759405,33.6,False,946886400000,-0.010002136,33.3 - 33.69,Paris,1557844,3.4299984,0.11368904,30.17 - 38.52,-4.920002,-0.12772591,0.08933544,1739378700,1739378700,1739378700,1739381400,1739381400,False,10.24,3.48,3.62471,9.269707,713302016,83.874,1.0463982,0.032143854,-0.61375046,-0.017938709,0.40060088,15,15,2.3 - Buy,False,
