address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,longName,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,trailingPegRatio
"41, Rue Martre",Clichy,92117,France,33 1 47 56 70 00,https://www.loreal.com,Household & Personal Products,household-personal-products,Household & Personal Products,Consumer Defensive,consumer-defensive,Consumer Defensive,"L'Oréal S.A., through its subsidiaries, manufactures and sells cosmetic products for women and men worldwide. The company operates through four divisions: Consumer Products, L'oréal Luxe, Professional Products, and Dermatological Beauty. It offers skincare, make-up, hair colourants, haircare, perfumes, and hygiene products. The company provides its products under the L'Oréal Paris, Garnier, Maybelline New York, NYX Professional Makeup, Stylenanda, Essie, Dark & Lovely, Mixa, Magic Mask, Niley, Lancôme, Yves Saint Laurent, Armani, Kiehl's Since 1851, Helena Rubinstein, Biotherm, Shu Uemura, IT Cosmetics, Ralph Lauren Fragrance, Urban Decay, Mugler, Valentino, Viktor&Rolf, Azzaro, Prada, Cacharel, Maison Margela Fragrance, Diesel, Yue Sai, Atelier Colonge, Carita, Takami, Aesop, L'Oréal Professionnel Paris, Kérastase, Redken, Matrix, Pureology, Pulp Riot, La Roche-Posay, Vichy, CeraVe, SkinCeuticals, and Skinbetter Science brands. It sells its products through distribution channels, such as hair salons, local stores, e-commerce, travel retail, mass market retail, department store perfumeries, pharmacies, drug stores, medi-spas, and free-standing stores. L'Oréal S.A. was founded in 1909 and is headquartered in Clichy, France.",90000,"[{'maxAge': 1, 'name': 'Mr. Nicolas  Hieronimus', 'age': 60, 'title': 'CEO & Director', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 4250000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christophe  Babule', 'age': 59, 'title': 'Executive VP & CFO', 'yearBorn': 1965, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Antoine  Vanlaeys', 'age': 55, 'title': 'Chief Operations Officer', 'yearBorn': 1969, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Eva  Quiroga-Thiele', 'title': 'Head of Investor Relations', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Asmita  Dubey', 'age': 50, 'title': 'Chief Digital & Marketing Officer', 'yearBorn': 1974, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jean-Claude  Le Grand', 'age': 59, 'title': 'Chief Human Relations Officer', 'yearBorn': 1965, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Vismay  Sharma', 'age': 52, 'title': 'President of South Asia Pacific, Middle East, North Africa Zones', 'yearBorn': 1972, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jacques  Challes', 'age': 64, 'title': 'Chief Innovation Officer', 'yearBorn': 1960, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Emmanuel  Goulin', 'title': 'MD of Fragrance France & President of Travel Retail', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Barbara  Lavernos', 'age': 56, 'title': 'Deputy Chief Executive Officer', 'yearBorn': 1968, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",3,6,6,1,6,1738368000,1703980800,http://www.loreal.fr,[],86400,2,341.8,342.0,332.75,342.9,341.8,342.0,332.75,342.9,7.0,2.05,1746403200,0.5523,1.71,0.747,27.922241,25.090158,452950,452950,436095,493963,493963,0.0,0.0,0,0,179059982336,316.3,461.85,4.117571,342.969,378.80725,7.0,0.020479813,EUR,False,182880698368,0.14737001,261764802,534312000,0.57075,0.14388,536188000,62.011,5.385335,1735603200,1767139200,1735603200,-0.025,6408699904,11.96,13.31,2:1,1495152000,4.205,18.098,-0.24238056,0.20780694,7.0,1746403200,EQUITY,333.95,454.0,275.0,385.08,390.0,2.52,hold,25,4052300032,7.584,10105100288,8495000064,0.676,1.126,43486801920,25.635,81.359,0.0953,0.20625,32259799040,5396149760,8286000128,-0.027,0.037,0.74183,0.23236999,0.17086,EUR,OR.PA,en-US,US,Equity,Delayed Quote,False,LOW,PREPRE,Paris,436095,17.650024,0.055801533,316.3 - 461.85,-127.899994,-0.27692974,-24.238056,1738861200,1738861200,1738861200,1738915200,1738915200,False,11.96,13.31,13.33852,25.036512,-9.018982,-0.026296785,[],1739982929,PAR,finmb_874249,Europe/Paris,CET,3600000,fr_market,False,L'OREAL,L'Oréal S.A.,-44.85724,-0.118417054,15,15,2.5 - Hold,False,-2.2966576,333.95,False,946886400000,-7.8499756,332.75 - 342.9,2.6511
