address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,longName,cryptoTradeable,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,trailingPegRatio
"17, Boulevard Haussmann",Paris,75009,France,33 1 44 35 20 20,https://www.danone.com,Packaged Foods,packaged-foods,Packaged Foods,Consumer Defensive,consumer-defensive,Consumer Defensive,"Danone S.A. operates in the food and beverage industry in Europe, Ukraine, North America, China, North Asia, the Oceania, Latin America, rest of Asia, Africa, Turkey, the Middle East, and the Commonwealth of Independent States. The company operates through Essential Dairy & Plant-Based, Specialized Nutrition, and Waters segments. It produces and distributes yogurts, dairy products, coffee creamers and drinks, beverages, plant-based products, ice creams, frozen desserts, and cheese products under the Actimel, Activia, Alpro, Aptamil, Danette, Danio, Danonino, evian, Nutricia, Nutrilon, Volvic, Danone, Light & Fit, Oikos, YoPRO, International Delight, SToK, Silk, Follow Your Heart, and So Delicious. The company also provides specialized nutrition, including formulas and complementary feeding for babies and young children; and special medical purposes food for children and adults under the Aptamil, Nutrilon, Gallia, Cow & Gate, Bebelac, and Blédina brands. In addition, it offers tube feeding products under the Nutrison name; and oral nutritional supplements under the Fortimel and NutriDrink names. Further, the company provides mineral waters from natural sources, waters infused with natural fruit extracts, fruit juices, and vitamins under the evian, Volvic, AQUA, Mizone, Bonafont, Salus, Hayat, Sirma, Font Vella, Lanjarón, and Zywiec Zdroj brands. It distributes its products through retail chains and traditional market outlets; convenience stores; hotels, restaurants, and coffee outlets; hospitals, clinics, and pharmacies; and e-commerce channels. The company was formerly known as Groupe Danone and changed its name to Danone S.A. in April 2009. Danone S.A. was incorporated in 1899 and is headquartered in Paris, France.",88843,"[{'maxAge': 1, 'name': 'Mr. Antoine Bernard de Saint-Affrique', 'age': 60, 'title': 'CEO & Non-Independent Director', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 4053340, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Juergen  Esser', 'age': 52, 'title': 'Chief Financial, Technology & Data Officer and Group Deputy CEO', 'yearBorn': 1972, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Vikram  Agarwal', 'age': 58, 'title': 'COO, Deputy CEO & End-to-end Design To Delivery Coordinator', 'yearBorn': 1966, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Mathilde  Rodie', 'title': 'Head of IR & Financial Communication', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Veronique  Penchienati-Bosetta', 'age': 56, 'title': 'Group Deputy CEO, CEO of International, EVP Specialized, Nutrition, Waters, Global Markt & Digital', 'yearBorn': 1968, 'fiscalYear': 2023, 'totalPay': 1708403, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Isabelle  Esser', 'age': 61, 'title': 'Chief HR, R&I, Quality and Food Safety Officer', 'yearBorn': 1963, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Henri  Bruxelles', 'age': 59, 'title': 'Chief Sustainability and Strategic Business Development Officer', 'yearBorn': 1965, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Shane  Grant', 'age': 48, 'title': 'Group Deputy CEO, CEO of Americas and EVP of Dairy Plant-Based & Global Sales', 'yearBorn': 1976, 'fiscalYear': 2023, 'totalPay': 344590, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Bruno  Chevot', 'age': 58, 'title': 'President of Greater China, North Asia & Oceania', 'yearBorn': 1966, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Silvia Lucia Davila Kreimerman', 'age': 54, 'title': 'SVP of Esntl Dairy & Plant Based LATAM and Zone Study Leader LATAM, Pres of LATAM', 'yearBorn': 1970, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",5,1,2,7,2,1738368000,1703980800,[],86400,2,67.78,67.88,67.4,68.0,67.78,67.88,67.4,68.0,2.1,3.1,1714694400,1.3548,2.63,0.474,43.79355,17.91029,964691,964691,1125400,1179499,1179499,0.0,0.0,0,0,43880210432,56.14,68.34,1.6127094,65.4396,62.9317,2.1,0.03098259,EUR,False,53800316928,0.03701,643629501,644156992,0.01642,0.54301,646438016,26.011,2.6096652,1703980800,1735603200,1719705600,0.115,1003000000,1.55,3.79,2:1,1180656000,1.977,11.258,0.09961069,0.20780694,2.1,1714694400,EQUITY,67.88,80.0,56.0,68.15455,69.0,none,22,6264999936,9.733,4778999808,16318999552,0.655,0.914,27209000960,97.154,42.372,0.048210002,0.06492,13180000256,2850500096,3521999872,0.113,-0.029,0.48439997,0.17563999,0.12692,EUR,BN.PA,en-US,US,Equity,Delayed Quote,False,LOW,PREPRE,False,600940800000,0.099998474,67.4 - 68.0,Paris,1125400,[],1739982901,PAR,finmb_129349,Europe/Paris,CET,3600000,fr_market,False,0.1475339,67.88,DANONE,Danone S.A.,False,11.739998,0.20912002,56.14 - 68.34,-0.45999908,-0.0067310375,9.961069,1740551400,1740551400,1740551400,1722405600,1722405600,False,1.55,3.79,3.55975,19.068754,2.4403992,0.03729239,4.9482956,0.07862962,15,15,0.7913
