Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-02-19 00:00:00+01:00,82.74485768474607,83.41695269120869,82.5336257326332,82.78326416015625,747978,0.0,0.0
2024-02-20 00:00:00+01:00,82.62964061196654,85.44285091963346,82.60083758591007,83.65699005126953,2181693,0.0,0.0
2024-02-21 00:00:00+01:00,83.24412896366145,84.03144341289794,82.62004386966959,83.8874282836914,1287552,0.0,0.0
2024-02-22 00:00:00+01:00,84.68433577271136,85.4908570933156,84.41549777427198,85.20281219482422,1634926,0.0,0.0
2024-02-23 00:00:00+01:00,85.31803776926508,86.23016780476016,84.95318722012435,86.1341552734375,1242118,0.0,0.0
2024-02-26 00:00:00+01:00,86.73903655595902,86.81584950736143,85.7212905883789,85.7212905883789,1100611,0.0,0.0
2024-02-27 00:00:00+01:00,84.8283599646825,85.63488130185603,84.75154701346861,85.28923034667969,965027,0.0,0.0
2024-02-28 00:00:00+01:00,85.4140475540542,85.96132702281051,85.16440912041328,85.298828125,786462,0.0,0.0
2024-02-29 00:00:00+01:00,85.07799776707921,85.67328714667467,84.37709241166382,84.3866958618164,2894359,0.0,0.0
2024-03-01 00:00:00+01:00,84.92437770913617,84.99158721425638,83.61858675941193,83.82981872558594,1585969,0.0,0.0
2024-03-04 00:00:00+01:00,84.07945709112556,84.3002925079065,82.76406269181764,83.3593521118164,896675,0.0,0.0
2024-03-05 00:00:00+01:00,84.1850664288023,84.70354285201235,83.92583187984032,84.1082534790039,1114425,0.0,0.0
2024-03-06 00:00:00+01:00,84.12746223183264,84.26188123429709,83.29213786627245,83.64739227294922,892841,0.0,0.0
2024-03-07 00:00:00+01:00,83.68580314257468,84.85716775051168,83.43616469976801,84.49231719970703,1431624,0.0,0.0
2024-03-08 00:00:00+01:00,84.28108070721609,84.44430273496963,83.86822025006609,84.19467163085938,1023894,0.0,0.0
2024-03-11 00:00:00+01:00,85.05879511164261,85.62528149433703,84.51151563021186,84.799560546875,946037,0.0,0.0
2024-03-12 00:00:00+01:00,85.32763640887754,85.35643943412165,84.51151162543482,84.81875610351562,1131977,0.0,0.0
2024-03-13 00:00:00+01:00,85.26043218508862,85.26043218508862,84.34829481928347,84.96278381347656,1017214,0.0,0.0
2024-03-14 00:00:00+01:00,85.37563765499814,85.90371752705124,84.51151028495038,84.69393920898438,1249466,0.0,0.0
2024-03-15 00:00:00+01:00,84.64594227856668,85.78850384827122,84.64594227856668,84.68434143066406,3106988,0.0,0.0
2024-03-18 00:00:00+01:00,84.65553923622859,84.83796817427422,84.2810852346619,84.49231719970703,813952,0.0,0.0
2024-03-19 00:00:00+01:00,84.67474117468385,84.67474117468385,83.42655635909743,83.72419738769531,1309293,0.0,0.0
2024-03-20 00:00:00+01:00,83.9162283272467,84.25227582559643,83.5417743540447,84.14665985107422,842020,0.0,0.0
2024-03-21 00:00:00+01:00,84.50191973433988,84.63633874240463,83.34974738984502,84.21387481689453,1647527,0.0,0.0
2024-03-22 00:00:00+01:00,84.17546891360107,85.74050174362117,83.44576781492651,85.11640930175781,1869167,0.0,0.0
2024-03-25 00:00:00+01:00,85.15481226664453,86.15335866737756,84.82836088309418,86.07654571533203,1169107,0.0,0.0
2024-03-26 00:00:00+01:00,86.44140000089205,87.80479699507886,86.35499092005567,87.66078186035156,1589467,0.0,0.0
2024-03-27 00:00:00+01:00,87.459140575734,88.37127788217232,87.41113797557587,88.1024398803711,1234665,0.0,0.0
