Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-02-19 00:00:00+01:00,57.04621683345836,57.19813736792268,56.4765121126637,56.675907135009766,2312753,0.0,0.0
2024-02-20 00:00:00+01:00,56.457523507986075,56.64742508802525,55.6219623511279,55.64094924926758,3442884,0.0,0.0
2024-02-21 00:00:00+01:00,55.54599983140747,56.144188536079525,55.375088772929736,55.94478988647461,3222466,0.0,0.0
2024-02-22 00:00:00+01:00,56.22963963505476,56.742369148019286,55.81185547077197,56.14418411254883,3543583,0.0,0.0
2024-02-23 00:00:00+01:00,56.12519996268351,56.70439816738366,55.95428889827784,56.64742660522461,3264682,0.0,0.0
2024-02-26 00:00:00+01:00,56.19165935313922,56.277114876793675,55.61246120637808,56.20115280151367,2855778,0.0,0.0
2024-02-27 00:00:00+01:00,56.09671242836327,56.86580854725042,56.06822483805806,56.49550247192383,2365829,0.0,0.0
2024-02-28 00:00:00+01:00,56.438535891984664,56.6569214525424,56.096717376810524,56.40055847167969,2786832,0.0,0.0
2024-02-29 00:00:00+01:00,56.15368445995575,56.599952645879625,56.011260986328125,56.011260986328125,14240651,0.0,0.0
2024-03-01 00:00:00+01:00,56.22964296345036,56.818334585520326,56.153680884694865,56.78035354614258,3010134,0.0,0.0
2024-03-04 00:00:00+01:00,56.48601247886253,57.00823912017076,56.239139332160946,56.39105987548828,2741093,0.0,0.0
2024-03-05 00:00:00+01:00,56.06822241525832,56.296105017496636,55.74539084162885,56.17266845703125,3098188,0.0,0.0
2024-03-06 00:00:00+01:00,56.26761922130721,57.207630005144566,56.19166076618819,56.951263427734375,3491791,0.0,0.0
2024-03-07 00:00:00+01:00,56.666411940432106,57.16964801620267,56.52398485910365,56.894290924072266,3151539,0.0,0.0
2024-03-08 00:00:00+01:00,57.1696512512712,57.66339390652589,57.008237263898046,57.017730712890625,3278520,0.0,0.0
2024-03-11 00:00:00+01:00,56.84681584273418,57.245609493037676,56.751866870889636,57.09368896484375,2712053,0.0,0.0
2024-03-12 00:00:00+01:00,57.558947935146605,57.82481159422592,57.264603929051034,57.606422424316406,3505196,0.0,0.0
2024-03-13 00:00:00+01:00,57.62541219186468,58.74582750758287,57.47349165526245,58.62239456176758,4217299,0.0,0.0
2024-03-14 00:00:00+01:00,58.78381233759028,59.58139611169745,58.641385240685885,59.54341506958008,6905212,0.0,0.0
2024-03-15 00:00:00+01:00,59.562399707804275,60.21755632029883,59.32502365112305,59.32502365112305,14595607,0.0,0.0
2024-03-18 00:00:00+01:00,59.3250221090973,59.818764728809015,59.22057606734102,59.46744918823242,3014932,0.0,0.0
2024-03-19 00:00:00+01:00,59.80927539463285,61.167063164650095,59.63836433674258,61.05312728881836,4728370,0.0,0.0
2024-03-20 00:00:00+01:00,60.85139897484075,61.062723084997224,60.47678162628412,60.70731735229492,4243839,0.00041720615,0.0
2024-03-21 00:00:00+01:00,60.99548802299004,61.25483935665501,60.29428049015123,60.43836212158203,3750719,0.0,0.0
2024-03-22 00:00:00+01:00,60.22703882823083,60.7457414711496,60.044530307069905,60.37112045288086,2400377,0.0,0.0
2024-03-25 00:00:00+01:00,60.27506578286511,60.880218863724416,60.24625019090456,60.73613357543945,2815602,0.0,0.0
2024-03-26 00:00:00+01:00,60.51520618414643,60.97627398203099,60.28467045308358,60.495994567871094,2681684,0.0,0.0
2024-03-27 00:00:00+01:00,60.130982589425884,60.95706378732437,59.83321169081682,60.55363082885742,2687714,0.0,0.0
2024-03-28 00:00:00+01:00,60.8898283335376,61.149179677306364,60.68811184313126,60.9666748046875,3452878,0.0,0.0
2024-04-02 00:00:00+02:00,61.6678775947853,63.45451771032703,61.6678775947853,63.358463287353516,6167933,0.0,0.0
2024-04-03 00:00:00+02:00,63.67545146346833,64.12691532684629,63.37768054442454,64.0308609008789,3604306,0.0,0.0
